country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Lithuania,440,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              1225,
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022APR ,,,,                 2,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,                 4,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022SEP ,,,,                 6,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022OCT ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUL ,,,,                 2,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021OCT ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021SEP ,,,,                 4,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,                 2,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021APR ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,                 4,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020YEAR,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,                 3,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,                 2,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020SEP ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JAN ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,                 0,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020APR ,,,,                 1,/1105
China  Macao SAR,446,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,                 1,/1105
